Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Auth/LoginButton""))",Chrome 108.0.0.0,,,2022-12-20 23:58:38,2022-12-20 23:58:38,0.530s,PASSED
"verifyElementPresent(findTestObject(""Auth/Peringatan""), 0)",Chrome 108.0.0.0,,,2022-12-20 23:58:38,2022-12-20 23:58:39,0.755s,PASSED
closeBrowser(),Chrome 108.0.0.0,,,2022-12-20 23:58:39,2022-12-20 23:58:40,0.710s,PASSED
,,,,,,,
Test Cases/BA004_LogPass,Chrome 108.0.0.0,,,2022-12-20 23:58:40,2022-12-20 23:58:49,9.012s,PASSED
"openBrowser("""")",Chrome 108.0.0.0,,,2022-12-20 23:58:40,2022-12-20 23:58:41,1.177s,PASSED
"navigateToUrl(""https://tes-capstone-website.vercel.app/admin/login"")",Chrome 108.0.0.0,,,2022-12-20 23:58:41,2022-12-20 23:58:45,3.603s,PASSED
"setText(findTestObject(""Auth/Email""), ""rnd.rindhu@gmail.com"")",Chrome 108.0.0.0,,,2022-12-20 23:58:45,2022-12-20 23:58:46,1.138s,PASSED
"setText(findTestObject(""Auth/Password""), ""@Password125"")",Chrome 108.0.0.0,,,2022-12-20 23:58:46,2022-12-20 23:58:47,1.019s,PASSED
"click(findTestObject(""Auth/LoginButton""))",Chrome 108.0.0.0,,,2022-12-20 23:58:47,2022-12-20 23:58:48,0.425s,PASSED
"verifyElementPresent(findTestObject(""Auth/Peringatan""), 0)",Chrome 108.0.0.0,,,2022-12-20 23:58:48,2022-12-20 23:58:48,0.734s,PASSED
closeBrowser(),Chrome 108.0.0.0,,,2022-12-20 23:58:48,2022-12-20 23:58:49,0.636s,PASSED
,,,,,,,
Test Cases/BB001_ViewUser,Chrome 108.0.0.0,,,2022-12-20 23:58:49,2022-12-20 23:59:00,11.398s,PASSED
"openBrowser("""")",Chrome 108.0.0.0,,,2022-12-20 23:58:49,2022-12-20 23:58:50,1.163s,PASSED
maximizeWindow(),Chrome 108.0.0.0,,,2022-12-20 23:58:50,2022-12-20 23:58:50,0.134s,PASSED
"navigateToUrl(""https://tes-capstone-website.vercel.app/admin/login"")",Chrome 108.0.0.0,,,2022-12-20 23:58:50,2022-12-20 23:58:54,3.418s,PASSED
"setText(findTestObject(""Auth/Email""), ""admin@nyakit.in"")",Chrome 108.0.0.0,,,2022-12-20 23:58:54,2022-12-20 23:58:55,0.997s,PASSED
"setText(findTestObject(""Auth/Password""), ""@Password123"")",Chrome 108.0.0.0,,,2022-12-20 23:58:55,2022-12-20 23:58:56,0.953s,PASSED
"click(findTestObject(""Auth/LoginButton""))",Chrome 108.0.0.0,,,2022-12-20 23:58:56,2022-12-20 23:58:56,0.314s,PASSED
"click(findTestObject(""ManageUser/ManageUser""))",Chrome 108.0.0.0,,,2022-12-20 23:58:56,2022-12-20 23:58:59,3.160s,PASSED
closeBrowser(),Chrome 108.0.0.0,,,2022-12-20 23:58:59,2022-12-20 23:59:00,0.987s,PASSED
,,,,,,,
Test Cases/BB002_VerifUser,Chrome 108.0.0.0,,,2022-12-20 23:59:00,2022-12-20 23:59:20,20.095s,FAILED
"openBrowser("""")",Chrome 108.0.0.0,,,2022-12-20 23:59:01,2022-12-20 23:59:02,1.328s,PASSED
maximizeWindow(),Chrome 108.0.0.0,,,2022-12-20 23:59:02,2022-12-20 23:59:02,0.127s,PASSED
"navigateToUrl(""https://tes-capstone-website.vercel.app/admin/login"")",Chrome 108.0.0.0,,,2022-12-20 23:59:02,2022-12-20 23:59:06,3.647s,PASSED
"setText(findTestObject(""Auth/Email""), ""rnd.rindhu@gmail.com"")",Chrome 108.0.0.0,,,2022-12-20 23:59:06,2022-12-20 23:59:07,1.020s,PASSED
"setText(findTestObject(""Auth/Password""), ""@Password123"")",Chrome 108.0.0.0,,,2022-12-20 23:59:07,2022-12-20 23:59:08,0.834s,PASSED
"click(findTestObject(""Auth/LoginButton""))",Chrome 108.0.0.0,,,2022-12-20 23:59:08,2022-12-20 23:59:08,0.329s,PASSED
"click(findTestObject(""ManageUser/ManageUser""))",Chrome 108.0.0.0,,,2022-12-20 23:59:08,2022-12-20 23:59:11,3.143s,PASSED
"click(findTestObject(""ManageUser/Option""))",Chrome 108.0.0.0,,,2022-12-20 23:59:11,2022-12-20 23:59:20,9.401s,FAILED
,,,,,,,
Test Cases/BB003_UnverifUser,Chrome 108.0.0.0,,,2022-12-20 23:59:20,2022-12-20 23:59:46,25.523s,FAILED
"openBrowser("""")",Chrome 108.0.0.0,,,2022-12-20 23:59:21,2022-12-20 23:59:22,1.729s,PASSED
maximizeWindow(),Chrome 108.0.0.0,,,2022-12-20 23:59:22,2022-12-20 23:59:23,0.124s,PASSED
"navigateToUrl(""https://tes-capstone-website.vercel.app/admin/login"")",Chrome 108.0.0.0,,,2022-12-20 23:59:23,2022-12-20 23:59:26,3.470s,PASSED
"setText(findTestObject(""Auth/Email""), ""rnd.rindhu@gmail.com"")",Chrome 108.0.0.0,,,2022-12-20 23:59:26,2022-12-20 23:59:27,0.985s,PASSED
"setText(findTestObject(""Auth/Password""), ""@Password123"")",Chrome 108.0.0.0,,,2022-12-20 23:59:27,2022-12-20 23:59:28,0.636s,PASSED
"click(findTestObject(""Auth/LoginButton""))",Chrome 108.0.0.0,,,2022-12-20 23:59:28,2022-12-20 23:59:28,0.527s,PASSED
"click(findTestObject(""ManageUser/ManageUser""))",Chrome 108.0.0.0,,,2022-12-20 23:59:28,2022-12-20 23:59:31,3.171s,PASSED
"click(findTestObject(""ManageUser/Option""))",Chrome 108.0.0.0,,,2022-12-20 23:59:31,2022-12-20 23:59:46,14.579s,FAILED
,,,,,,,
Test Cases/BB005_SearchUser,Chrome 108.0.0.0,,,2022-12-20 23:59:46,2022-12-20 23:59:58,12.377s,PASSED
"openBrowser("""")",Chrome 108.0.0.0,,,2022-12-20 23:59:46,2022-12-20 23:59:48,1.723s,PASSED
maximizeWindow(),Chrome 108.0.0.0,,,2022-12-20 23:59:48,2022-12-20 23:59:48,0.120s,PASSED
"navigateToUrl(""https://tes-capstone-website.vercel.app/admin/login"")",Chrome 108.0.0.0,,,2022-12-20 23:59:48,2022-12-20 23:59:52,3.531s,PASSED
"setText(findTestObject(""Auth/Email""), ""rnd.rindhu@gmail.com"")",Chrome 108.0.0.0,,,2022-12-20 23:59:52,2022-12-20 23:59:52,0.759s,PASSED
"setText(findTestObject(""Auth/Password""), ""@Password123"")",Chrome 108.0.0.0,,,2022-12-20 23:59:52,2022-12-20 23:59:53,0.844s,PASSED
"click(findTestObject(""Auth/LoginButton""))",Chrome 108.0.0.0,,,2022-12-20 23:59:53,2022-12-20 23:59:54,0.420s,PASSED
"click(findTestObject(""ManageUser/ManageUser""))",Chrome 108.0.0.0,,,2022-12-20 23:59:54,2022-12-20 23:59:57,2.986s,PASSED
"setText(findTestObject(""ManageUser/Search""), ""rin"")",Chrome 108.0.0.0,,,2022-12-20 23:59:57,2022-12-20 23:59:58,1.000s,PASSED
closeBrowser(),Chrome 108.0.0.0,,,2022-12-20 23:59:58,2022-12-20 23:59:58,0.630s,PASSED
,,,,,,,
Test Cases/BC001_ViewTransaksi,Chrome 108.0.0.0,,,2022-12-20 23:59:58,2022-12-21 00:00:07,8.469s,FAILED
"openBrowser("""")",Chrome 108.0.0.0,,,2022-12-20 23:59:59,2022-12-21 00:00:00,1.129s,PASSED
maximizeWindow(),Chrome 108.0.0.0,,,2022-12-21 00:00:00,2022-12-21 00:00:00,0.124s,PASSED
"navigateToUrl(""https://tes-capstone-website.vercel.app/admin/login"")",Chrome 108.0.0.0,,,2022-12-21 00:00:00,2022-12-21 00:00:03,3.610s,PASSED
"setText(findTestObject(""Auth/Email""), ""admin@nyakit.in"")",Chrome 108.0.0.0,,,2022-12-21 00:00:03,2022-12-21 00:00:04,0.983s,PASSED
"setText(findTestObject(""Auth/Password""), ""@Password123"")",Chrome 108.0.0.0,,,2022-12-21 00:00:04,2022-12-21 00:00:05,1.026s,PASSED
"click(findTestObject(""Auth/LoginButton""))",Chrome 108.0.0.0,,,2022-12-21 00:00:05,2022-12-21 00:00:06,0.435s,PASSED
"click(findTestObject(""ManageTransaksi/ManageTransaksi""))",Chrome 108.0.0.0,,,2022-12-21 00:00:06,2022-12-21 00:00:07,0.920s,FAILED
,,,,,,,
Test Cases/BC002_TransSuccess,Chrome 108.0.0.0,,,2022-12-21 00:00:07,2022-12-21 00:00:54,46.936s,FAILED
"openBrowser("""")",Chrome 108.0.0.0,,,2022-12-21 00:00:07,2022-12-21 00:00:09,1.756s,PASSED
maximizeWindow(),Chrome 108.0.0.0,,,2022-12-21 00:00:09,2022-12-21 00:00:09,0.130s,PASSED
"navigateToUrl(""https://tes-capstone-website.vercel.app/admin/login"")",Chrome 108.0.0.0,,,2022-12-21 00:00:09,2022-12-21 00:00:13,3.629s,PASSED
"setText(findTestObject(""Auth/Email""), ""admin@nyakit.in"")",Chrome 108.0.0.0,,,2022-12-21 00:00:13,2022-12-21 00:00:14,0.907s,PASSED
"setText(findTestObject(""Auth/Password""), ""@Password123"")",Chrome 108.0.0.0,,,2022-12-21 00:00:14,2022-12-21 00:00:15,1.029s,PASSED
"click(findTestObject(""Auth/LoginButton""))",Chrome 108.0.0.0,,,2022-12-21 00:00:15,2022-12-21 00:00:15,0.442s,PASSED
"click(findTestObject(""ManageTransaksi/ManageTransaksi""))",Chrome 108.0.0.0,,,2022-12-21 00:00:15,2022-12-21 00:00:19,3.336s,PASSED
"click(findTestObject(""ManageTransaksi/Option""))",Chrome 108.0.0.0,,,2022-12-21 00:00:19,2022-12-21 00:00:20,1.111s,PASSED
"click(findTestObject(""ManageTransaksi/Edit""))",Chrome 108.0.0.0,,,2022-12-21 00:00:20,2022-12-21 00:00:21,1.075s,PASSED
"selectOptionByValue(findTestObject(""ManageTransaksi/PilihDisini""), ""SUCCESS"", true)",Chrome 108.0.0.0,,,2022-12-21 00:00:21,2022-12-21 00:00:22,1.582s,PASSED
"click(findTestObject(""ManageUser/simpanButton""))",Chrome 108.0.0.0,,,2022-12-21 00:00:22,2022-12-21 00:00:54,31.462s,FAILED
,,,,,,,
Test Cases/BC003_TransPending,Chrome 108.0.0.0,,,2022-12-21 00:00:54,2022-12-21 00:01:42,48.634s,FAILED
"openBrowser("""")",Chrome 108.0.0.0,,,2022-12-21 00:00:54,2022-12-21 00:00:56,1.940s,PASSED
maximizeWindow(),Chrome 108.0.0.0,,,2022-12-21 00:00:56,2022-12-21 00:00:56,0.128s,PASSED
"navigateToUrl(""https://tes-capstone-website.vercel.app/admin/login"")",Chrome 108.0.0.0,,,2022-12-21 00:00:56,2022-12-21 00:01:00,4.024s,PASSED
"setText(findTestObject(""Auth/Email""), ""admin@nyakit.in"")",Chrome 108.0.0.0,,,2022-12-21 00:01:00,2022-12-21 00:01:02,1.423s,PASSED
"setText(findTestObject(""Auth/Password""), ""@Password123"")",Chrome 108.0.0.0,,,2022-12-21 00:01:02,2022-12-21 00:01:03,1.207s,PASSED
"click(findTestObject(""Auth/LoginButton""))",Chrome 108.0.0.0,,,2022-12-21 00:01:03,2022-12-21 00:01:04,0.709s,PASSED
"click(findTestObject(""ManageTransaksi/ManageTransaksi""))",Chrome 108.0.0.0,,,2022-12-21 00:01:04,2022-12-21 00:01:07,3.393s,PASSED
"click(findTestObject(""ManageTransaksi/Option""))",Chrome 108.0.0.0,,,2022-12-21 00:01:07,2022-12-21 00:01:08,1.201s,PASSED
"click(findTestObject(""ManageTransaksi/Edit""))",Chrome 108.0.0.0,,,2022-12-21 00:01:08,2022-12-21 00:01:09,1.175s,PASSED
"selectOptionByValue(findTestObject(""ManageTransaksi/PilihDisini""), ""PENDING"", true)",Chrome 108.0.0.0,,,2022-12-21 00:01:09,2022-12-21 00:01:11,1.671s,PASSED
"click(findTestObject(""ManageUser/simpanButton""))",Chrome 108.0.0.0,,,2022-12-21 00:01:11,2022-12-21 00:01:42,31.424s,FAILED
,,,,,,,
Test Cases/BC004_TransCancel,Chrome 108.0.0.0,,,2022-12-21 00:01:42,2022-12-21 00:02:14,31.928s,FAILED
"openBrowser("""")",Chrome 108.0.0.0,,,2022-12-21 00:01:43,2022-12-21 00:01:44,1.777s,PASSED
maximizeWindow(),Chrome 108.0.0.0,,,2022-12-21 00:01:44,2022-12-21 00:01:45,0.120s,PASSED
"navigateToUrl(""https://tes-capstone-website.vercel.app/admin/login"")",Chrome 108.0.0.0,,,2022-12-21 00:01:45,2022-12-21 00:01:52,7.454s,PASSED
"setText(findTestObject(""Auth/Email""), ""admin@nyakit.in"")",Chrome 108.0.0.0,,,2022-12-21 00:01:52,2022-12-21 00:01:53,1.068s,PASSED
"setText(findTestObject(""Auth/Password""), ""@Password123"")",Chrome 108.0.0.0,,,2022-12-21 00:01:53,2022-12-21 00:01:54,0.908s,PASSED
"click(findTestObject(""Auth/LoginButton""))",Chrome 108.0.0.0,,,2022-12-21 00:01:54,2022-12-21 00:01:54,0.527s,PASSED
"click(findTestObject(""ManageTransaksi/ManageTransaksi""))",Chrome 108.0.0.0,,,2022-12-21 00:01:54,2022-12-21 00:01:58,3.036s,PASSED
"click(findTestObject(""ManageTransaksi/Option""))",Chrome 108.0.0.0,,,2022-12-21 00:01:58,2022-12-21 00:01:59,1.088s,PASSED
"click(findTestObject(""ManageTransaksi/Edit""))",Chrome 108.0.0.0,,,2022-12-21 00:01:59,2022-12-21 00:02:00,1.131s,PASSED
"selectOptionByValue(findTestObject(""ManageTransaksi/PilihDisini""), ""CANCEL"", true)",Chrome 108.0.0.0,,,2022-12-21 00:02:00,2022-12-21 00:02:01,1.640s,PASSED
"click(findTestObject(""ManageUser/simpanButton""))",Chrome 108.0.0.0,,,2022-12-21 00:02:01,2022-12-21 00:02:14,12.933s,FAILED
,,,,,,,
Test Cases/BC005_TransWithoutSimpan,Chrome 108.0.0.0,,,2022-12-21 00:02:14,2022-12-21 00:02:30,15.369s,PASSED
"openBrowser("""")",Chrome 108.0.0.0,,,2022-12-21 00:02:15,2022-12-21 00:02:17,1.779s,PASSED
maximizeWindow(),Chrome 108.0.0.0,,,2022-12-21 00:02:17,2022-12-21 00:02:17,0.125s,PASSED
"navigateToUrl(""https://tes-capstone-website.vercel.app/admin/login"")",Chrome 108.0.0.0,,,2022-12-21 00:02:17,2022-12-21 00:02:20,3.559s,PASSED
"setText(findTestObject(""Auth/Email""), ""admin@nyakit.in"")",Chrome 108.0.0.0,,,2022-12-21 00:02:20,2022-12-21 00:02:21,1.020s,PASSED
"setText(findTestObject(""Auth/Password""), ""@Password123"")",Chrome 108.0.0.0,,,2022-12-21 00:02:21,2022-12-21 00:02:22,0.865s,PASSED
"click(findTestObject(""Auth/LoginButton""))",Chrome 108.0.0.0,,,2022-12-21 00:02:22,2022-12-21 00:02:23,0.431s,PASSED
"click(findTestObject(""ManageTransaksi/ManageTransaksi""))",Chrome 108.0.0.0,,,2022-12-21 00:02:23,2022-12-21 00:02:26,3.272s,PASSED
"click(findTestObject(""ManageTransaksi/Option""))",Chrome 108.0.0.0,,,2022-12-21 00:02:26,2022-12-21 00:02:27,1.093s,PASSED
"click(findTestObject(""ManageTransaksi/Edit""))",Chrome 108.0.0.0,,,2022-12-21 00:02:27,2022-12-21 00:02:28,0.670s,PASSED
"selectOptionByValue(findTestObject(""ManageTransaksi/PilihDisini""), ""SUCCESS"", true)",Chrome 108.0.0.0,,,2022-12-21 00:02:28,2022-12-21 00:02:29,1.486s,PASSED
closeBrowser(),Chrome 108.0.0.0,,,2022-12-21 00:02:29,2022-12-21 00:02:30,0.634s,PASSED
,,,,,,,
Test Cases/BD001_ViewManageProduct,Chrome 108.0.0.0,,,2022-12-21 00:02:30,2022-12-21 00:02:42,11.917s,PASSED
"openBrowser("""")",Chrome 108.0.0.0,,,2022-12-21 00:02:30,2022-12-21 00:02:31,1.213s,PASSED
maximizeWindow(),Chrome 108.0.0.0,,,2022-12-21 00:02:31,2022-12-21 00:02:31,0.124s,PASSED
"navigateToUrl(""https://tes-capstone-website.vercel.app/admin/login"")",Chrome 108.0.0.0,,,2022-12-21 00:02:31,2022-12-21 00:02:35,3.610s,PASSED
"setText(findTestObject(""Auth/Email""), ""admin@nyakit.in"")",Chrome 108.0.0.0,,,2022-12-21 00:02:35,2022-12-21 00:02:36,0.970s,PASSED
"setText(findTestObject(""Auth/Password""), ""@Password123"")",Chrome 108.0.0.0,,,2022-12-21 00:02:36,2022-12-21 00:02:37,0.906s,PASSED
"click(findTestObject(""Auth/LoginButton""))",Chrome 108.0.0.0,,,2022-12-21 00:02:37,2022-12-21 00:02:37,0.514s,PASSED
"click(findTestObject(""ManageProduct/Product""))",Chrome 108.0.0.0,,,2022-12-21 00:02:37,2022-12-21 00:02:40,3.083s,PASSED
"click(findTestObject(""ManageProduct/Daily""))",Chrome 108.0.0.0,,,2022-12-21 00:02:40,2022-12-21 00:02:41,0.580s,PASSED
closeBrowser(),Chrome 108.0.0.0,,,2022-12-21 00:02:41,2022-12-21 00:02:42,0.639s,PASSED
,,,,,,,
Test Cases/BD003_AddProductDaily,Chrome 108.0.0.0,,,2022-12-21 00:02:42,2022-12-21 00:03:02,20.478s,PASSED
"openBrowser("""")",Chrome 108.0.0.0,,,2022-12-21 00:02:42,2022-12-21 00:02:43,1.086s,PASSED
maximizeWindow(),Chrome 108.0.0.0,,,2022-12-21 00:02:43,2022-12-21 00:02:43,0.116s,PASSED
"navigateToUrl(""https://tes-capstone-website.vercel.app/admin/login"")",Chrome 108.0.0.0,,,2022-12-21 00:02:43,2022-12-21 00:02:47,3.380s,PASSED
"setText(findTestObject(""Auth/Email""), ""admin@nyakit.in"")",Chrome 108.0.0.0,,,2022-12-21 00:02:47,2022-12-21 00:02:48,0.923s,PASSED
"setText(findTestObject(""Auth/Password""), ""@Password123"")",Chrome 108.0.0.0,,,2022-12-21 00:02:48,2022-12-21 00:02:48,0.963s,PASSED
"click(findTestObject(""Auth/LoginButton""))",Chrome 108.0.0.0,,,2022-12-21 00:02:48,2022-12-21 00:02:49,0.403s,PASSED
"click(findTestObject(""ManageProduct/Product""))",Chrome 108.0.0.0,,,2022-12-21 00:02:49,2022-12-21 00:02:52,3.067s,PASSED
"click(findTestObject(""ManageProduct/Daily""))",Chrome 108.0.0.0,,,2022-12-21 00:02:52,2022-12-21 00:02:53,0.701s,PASSED
"click(findTestObject(""Daily/TambahProduk""))",Chrome 108.0.0.0,,,2022-12-21 00:02:53,2022-12-21 00:02:54,1.025s,PASSED
"setText(findTestObject(""Daily/Gambar""), ""Telkomsel"")",Chrome 108.0.0.0,,,2022-12-21 00:02:54,2022-12-21 00:02:55,1.121s,PASSED
"setText(findTestObject(""Daily/KodeProduk""), ""01telkomsel"")",Chrome 108.0.0.0,,,2022-12-21 00:02:55,2022-12-21 00:02:56,0.846s,PASSED
"setText(findTestObject(""Daily/Deskripsi""), ""pulsa 1000 Telkomsel"")",Chrome 108.0.0.0,,,2022-12-21 00:02:56,2022-12-21 00:02:57,0.947s,PASSED
"setText(findTestObject(""Daily/Nominal""), ""1000"")",Chrome 108.0.0.0,,,2022-12-21 00:02:57,2022-12-21 00:02:57,0.777s,PASSED
"selectOptionByValue(findTestObject(""Daily/PilihDisini""), ""pulsa"", true)",Chrome 108.0.0.0,,,2022-12-21 00:02:57,2022-12-21 00:02:59,1.431s,PASSED
"setText(findTestObject(""Daily/Harga""), ""1500"")",Chrome 108.0.0.0,,,2022-12-21 00:02:59,2022-12-21 00:03:00,0.895s,PASSED
"click(findTestObject(""Daily/Simpan""))",Chrome 108.0.0.0,,,2022-12-21 00:03:00,2022-12-21 00:03:00,0.436s,PASSED
"click(findTestObject(""Daily/Close""))",Chrome 108.0.0.0,,,2022-12-21 00:03:00,2022-12-21 00:03:01,1.359s,PASSED
closeBrowser(),Chrome 108.0.0.0,,,2022-12-21 00:03:01,2022-12-21 00:03:02,0.614s,PASSED
,,,,,,,
Test Cases/BD004_DailyWithoutGambar,Chrome 108.0.0.0,,,2022-12-21 00:03:02,2022-12-21 00:03:23,20.755s,PASSED
"openBrowser("""")",Chrome 108.0.0.0,,,2022-12-21 00:03:02,2022-12-21 00:03:04,1.160s,PASSED
maximizeWindow(),Chrome 108.0.0.0,,,2022-12-21 00:03:04,2022-12-21 00:03:04,0.119s,PASSED
"navigateToUrl(""https://tes-capstone-website.vercel.app/admin/login"")",Chrome 108.0.0.0,,,2022-12-21 00:03:04,2022-12-21 00:03:08,4.616s,PASSED
"setText(findTestObject(""Auth/Email""), ""admin@nyakit.in"")",Chrome 108.0.0.0,,,2022-12-21 00:03:08,2022-12-21 00:03:09,1.070s,PASSED
"setText(findTestObject(""Auth/Password""), ""@Password123"")",Chrome 108.0.0.0,,,2022-12-21 00:03:09,2022-12-21 00:03:10,0.840s,PASSED
"click(findTestObject(""Auth/LoginButton""))",Chrome 108.0.0.0,,,2022-12-21 00:03:10,2022-12-21 00:03:11,0.650s,PASSED
"click(findTestObject(""ManageProduct/Product""))",Chrome 108.0.0.0,,,2022-12-21 00:03:11,2022-12-21 00:03:14,3.363s,PASSED
"click(findTestObject(""ManageProduct/Daily""))",Chrome 108.0.0.0,,,2022-12-21 00:03:14,2022-12-21 00:03:15,0.821s,PASSED
"click(findTestObject(""Daily/TambahProduk""))",Chrome 108.0.0.0,,,2022-12-21 00:03:15,2022-12-21 00:03:16,1.268s,PASSED
"setText(findTestObject(""Daily/KodeProduk""), ""01telkomsel"")",Chrome 108.0.0.0,,,2022-12-21 00:03:16,2022-12-21 00:03:17,1.067s,PASSED
"setText(findTestObject(""Daily/Deskripsi""), ""pulsa 1000 Telkomsel"")",Chrome 108.0.0.0,,,2022-12-21 00:03:17,2022-12-21 00:03:19,1.207s,PASSED
"setText(findTestObject(""Daily/Nominal""), ""1000"")",Chrome 108.0.0.0,,,2022-12-21 00:03:19,2022-12-21 00:03:19,0.935s,PASSED
"selectOptionByValue(findTestObject(""Daily/PilihDisini""), ""pulsa"", true)",Chrome 108.0.0.0,,,2022-12-21 00:03:19,2022-12-21 00:03:21,1.287s,PASSED
"setText(findTestObject(""Daily/Harga""), ""1500"")",Chrome 108.0.0.0,,,2022-12-21 00:03:21,2022-12-21 00:03:22,0.930s,PASSED
"click(findTestObject(""Daily/Simpan""))",Chrome 108.0.0.0,,,2022-12-21 00:03:22,2022-12-21 00:03:22,0.484s,PASSED
closeBrowser(),Chrome 108.0.0.0,,,2022-12-21 00:03:22,2022-12-21 00:03:23,0.686s,PASSED
,,,,,,,
Test Cases/BD005_DailyWithoutKodeProduk,Chrome 108.0.0.0,,,2022-12-21 00:03:23,2022-12-21 00:03:52,29.033s,PASSED
"openBrowser("""")",Chrome 108.0.0.0,,,2022-12-21 00:03:23,2022-12-21 00:03:25,2.090s,PASSED
maximizeWindow(),Chrome 108.0.0.0,,,2022-12-21 00:03:25,2022-12-21 00:03:26,0.212s,PASSED
"navigateToUrl(""https://tes-capstone-website.vercel.app/admin/login"")",Chrome 108.0.0.0,,,2022-12-21 00:03:26,2022-12-21 00:03:37,11.231s,PASSED
"setText(findTestObject(""Auth/Email""), ""admin@nyakit.in"")",Chrome 108.0.0.0,,,2022-12-21 00:03:37,2022-12-21 00:03:38,0.978s,PASSED
"setText(findTestObject(""Auth/Password""), ""@Password123"")",Chrome 108.0.0.0,,,2022-12-21 00:03:38,2022-12-21 00:03:39,0.878s,PASSED
"click(findTestObject(""Auth/LoginButton""))",Chrome 108.0.0.0,,,2022-12-21 00:03:39,2022-12-21 00:03:39,0.468s,PASSED
"click(findTestObject(""ManageProduct/Product""))",Chrome 108.0.0.0,,,2022-12-21 00:03:39,2022-12-21 00:03:42,3.235s,PASSED
"click(findTestObject(""ManageProduct/Daily""))",Chrome 108.0.0.0,,,2022-12-21 00:03:42,2022-12-21 00:03:43,0.873s,PASSED
"click(findTestObject(""Daily/TambahProduk""))",Chrome 108.0.0.0,,,2022-12-21 00:03:43,2022-12-21 00:03:45,1.694s,PASSED
"setText(findTestObject(""Daily/Gambar""), ""Telkomsel"")",Chrome 108.0.0.0,,,2022-12-21 00:03:45,2022-12-21 00:03:47,1.515s,PASSED
"setText(findTestObject(""Daily/Deskripsi""), ""pulsa 1000 Telkomsel"")",Chrome 108.0.0.0,,,2022-12-21 00:03:47,2022-12-21 00:03:48,1.051s,PASSED
