Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
closeBrowser(),Chrome 108.0.0.0,,,2022-12-21 00:40:32,2022-12-21 00:40:32,0.743s,PASSED
,,,,,,,
Test Cases/BD003_AddProductDaily,Chrome 108.0.0.0,,,2022-12-21 00:40:32,2022-12-21 00:40:53,20.276s,PASSED
"openBrowser("""")",Chrome 108.0.0.0,,,2022-12-21 00:40:33,2022-12-21 00:40:34,1.178s,PASSED
maximizeWindow(),Chrome 108.0.0.0,,,2022-12-21 00:40:34,2022-12-21 00:40:34,0.126s,PASSED
"navigateToUrl(""https://tes-capstone-website.vercel.app/admin/login"")",Chrome 108.0.0.0,,,2022-12-21 00:40:34,2022-12-21 00:40:37,3.432s,PASSED
"setText(findTestObject(""Auth/Email""), ""admin@nyakit.in"")",Chrome 108.0.0.0,,,2022-12-21 00:40:37,2022-12-21 00:40:38,0.871s,PASSED
"setText(findTestObject(""Auth/Password""), ""@Password123"")",Chrome 108.0.0.0,,,2022-12-21 00:40:38,2022-12-21 00:40:39,1.024s,PASSED
"click(findTestObject(""Auth/LoginButton""))",Chrome 108.0.0.0,,,2022-12-21 00:40:39,2022-12-21 00:40:40,0.605s,PASSED
"click(findTestObject(""ManageProduct/Product""))",Chrome 108.0.0.0,,,2022-12-21 00:40:40,2022-12-21 00:40:43,3.173s,PASSED
"click(findTestObject(""ManageProduct/Daily""))",Chrome 108.0.0.0,,,2022-12-21 00:40:43,2022-12-21 00:40:44,0.677s,PASSED
"click(findTestObject(""Daily/TambahProduk""))",Chrome 108.0.0.0,,,2022-12-21 00:40:44,2022-12-21 00:40:45,1.092s,PASSED
"setText(findTestObject(""Daily/Gambar""), ""Telkomsel"")",Chrome 108.0.0.0,,,2022-12-21 00:40:45,2022-12-21 00:40:46,1.187s,PASSED
"setText(findTestObject(""Daily/KodeProduk""), ""01telkomsel"")",Chrome 108.0.0.0,,,2022-12-21 00:40:46,2022-12-21 00:40:47,0.951s,PASSED
"setText(findTestObject(""Daily/Deskripsi""), ""pulsa 1000 Telkomsel"")",Chrome 108.0.0.0,,,2022-12-21 00:40:47,2022-12-21 00:40:48,0.842s,PASSED
"setText(findTestObject(""Daily/Nominal""), ""1000"")",Chrome 108.0.0.0,,,2022-12-21 00:40:48,2022-12-21 00:40:49,0.877s,PASSED
"selectOptionByValue(findTestObject(""Daily/PilihDisini""), ""pulsa"", true)",Chrome 108.0.0.0,,,2022-12-21 00:40:49,2022-12-21 00:40:50,1.330s,PASSED
"setText(findTestObject(""Daily/Harga""), ""1500"")",Chrome 108.0.0.0,,,2022-12-21 00:40:50,2022-12-21 00:40:51,0.892s,PASSED
"click(findTestObject(""Daily/Simpan""))",Chrome 108.0.0.0,,,2022-12-21 00:40:51,2022-12-21 00:40:51,0.437s,PASSED
"click(findTestObject(""Daily/Close""))",Chrome 108.0.0.0,,,2022-12-21 00:40:51,2022-12-21 00:40:52,0.613s,PASSED
closeBrowser(),Chrome 108.0.0.0,,,2022-12-21 00:40:52,2022-12-21 00:40:53,0.643s,PASSED
,,,,,,,
Test Cases/BD004_DailyWithoutGambar,Chrome 108.0.0.0,,,2022-12-21 00:40:53,2022-12-21 00:41:11,18.669s,PASSED
"openBrowser("""")",Chrome 108.0.0.0,,,2022-12-21 00:40:53,2022-12-21 00:40:54,1.096s,PASSED
maximizeWindow(),Chrome 108.0.0.0,,,2022-12-21 00:40:54,2022-12-21 00:40:54,0.121s,PASSED
"navigateToUrl(""https://tes-capstone-website.vercel.app/admin/login"")",Chrome 108.0.0.0,,,2022-12-21 00:40:54,2022-12-21 00:40:57,3.467s,PASSED
"setText(findTestObject(""Auth/Email""), ""admin@nyakit.in"")",Chrome 108.0.0.0,,,2022-12-21 00:40:57,2022-12-21 00:40:58,0.884s,PASSED
"setText(findTestObject(""Auth/Password""), ""@Password123"")",Chrome 108.0.0.0,,,2022-12-21 00:40:58,2022-12-21 00:40:59,0.950s,PASSED
"click(findTestObject(""Auth/LoginButton""))",Chrome 108.0.0.0,,,2022-12-21 00:40:59,2022-12-21 00:41:00,0.411s,PASSED
"click(findTestObject(""ManageProduct/Product""))",Chrome 108.0.0.0,,,2022-12-21 00:41:00,2022-12-21 00:41:03,3.169s,PASSED
"click(findTestObject(""ManageProduct/Daily""))",Chrome 108.0.0.0,,,2022-12-21 00:41:03,2022-12-21 00:41:04,0.778s,PASSED
"click(findTestObject(""Daily/TambahProduk""))",Chrome 108.0.0.0,,,2022-12-21 00:41:04,2022-12-21 00:41:05,1.088s,PASSED
"setText(findTestObject(""Daily/KodeProduk""), ""01telkomsel"")",Chrome 108.0.0.0,,,2022-12-21 00:41:05,2022-12-21 00:41:06,1.042s,PASSED
"setText(findTestObject(""Daily/Deskripsi""), ""pulsa 1000 Telkomsel"")",Chrome 108.0.0.0,,,2022-12-21 00:41:06,2022-12-21 00:41:07,1.041s,PASSED
"setText(findTestObject(""Daily/Nominal""), ""1000"")",Chrome 108.0.0.0,,,2022-12-21 00:41:07,2022-12-21 00:41:08,0.891s,PASSED
"selectOptionByValue(findTestObject(""Daily/PilihDisini""), ""pulsa"", true)",Chrome 108.0.0.0,,,2022-12-21 00:41:08,2022-12-21 00:41:09,1.451s,PASSED
"setText(findTestObject(""Daily/Harga""), ""1500"")",Chrome 108.0.0.0,,,2022-12-21 00:41:09,2022-12-21 00:41:10,0.869s,PASSED
"click(findTestObject(""Daily/Simpan""))",Chrome 108.0.0.0,,,2022-12-21 00:41:10,2022-12-21 00:41:11,0.530s,PASSED
closeBrowser(),Chrome 108.0.0.0,,,2022-12-21 00:41:11,2022-12-21 00:41:11,0.636s,PASSED
,,,,,,,
Test Cases/BD005_DailyWithoutKodeProduk,Chrome 108.0.0.0,,,2022-12-21 00:41:11,2022-12-21 00:41:31,19.705s,PASSED
"openBrowser("""")",Chrome 108.0.0.0,,,2022-12-21 00:41:12,2022-12-21 00:41:13,1.280s,PASSED
maximizeWindow(),Chrome 108.0.0.0,,,2022-12-21 00:41:13,2022-12-21 00:41:13,0.127s,PASSED
"navigateToUrl(""https://tes-capstone-website.vercel.app/admin/login"")",Chrome 108.0.0.0,,,2022-12-21 00:41:13,2022-12-21 00:41:17,3.891s,PASSED
"setText(findTestObject(""Auth/Email""), ""admin@nyakit.in"")",Chrome 108.0.0.0,,,2022-12-21 00:41:17,2022-12-21 00:41:18,1.110s,PASSED
"setText(findTestObject(""Auth/Password""), ""@Password123"")",Chrome 108.0.0.0,,,2022-12-21 00:41:18,2022-12-21 00:41:19,1.064s,PASSED
"click(findTestObject(""Auth/LoginButton""))",Chrome 108.0.0.0,,,2022-12-21 00:41:19,2022-12-21 00:41:20,0.555s,PASSED
"click(findTestObject(""ManageProduct/Product""))",Chrome 108.0.0.0,,,2022-12-21 00:41:20,2022-12-21 00:41:23,3.153s,PASSED
"click(findTestObject(""ManageProduct/Daily""))",Chrome 108.0.0.0,,,2022-12-21 00:41:23,2022-12-21 00:41:23,0.664s,PASSED
"click(findTestObject(""Daily/TambahProduk""))",Chrome 108.0.0.0,,,2022-12-21 00:41:23,2022-12-21 00:41:24,1.029s,PASSED
"setText(findTestObject(""Daily/Gambar""), ""Telkomsel"")",Chrome 108.0.0.0,,,2022-12-21 00:41:24,2022-12-21 00:41:26,1.229s,PASSED
"setText(findTestObject(""Daily/Deskripsi""), ""pulsa 1000 Telkomsel"")",Chrome 108.0.0.0,,,2022-12-21 00:41:26,2022-12-21 00:41:27,1.018s,PASSED
"setText(findTestObject(""Daily/Nominal""), ""1000"")",Chrome 108.0.0.0,,,2022-12-21 00:41:27,2022-12-21 00:41:28,0.869s,PASSED
"selectOptionByValue(findTestObject(""Daily/PilihDisini""), ""pulsa"", true)",Chrome 108.0.0.0,,,2022-12-21 00:41:28,2022-12-21 00:41:29,1.370s,PASSED
